Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Canonical Link Element 1,Size,Word Count,Text Ratio,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/constructing-and-evaluating-public-policies-to-achieve-an-end-of-hiv-aids-in-the-united-states.html,3,text/html;charset=UTF-8,200,OK,Constructing and Evaluating Public Policies to Achieve an End of HIV/AIDS in the United States - Centennial Policy Scholar - Health Policy and Management - Departments,167,1367,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Constructing and Evaluating Public Policies to Achieve an End of HIV/AIDS in the United States,94,,0,"Wednesday, November 18, 2015 Live Webcast- The Ryan White CARE Act at 25: A Conversation with Congressman Henry A. Waxman  ",123,Constructing and Evaluating Public Policies to Achieve an End of HIV/AIDS in the United States,94,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/constructing-and-evaluating-public-policies-to-achieve-an-end-of-hiv-aids-in-the-united-states.html,48895,868,12.51662,4,3,0.4,141,115,45,28,1.283,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/constructing-and-evaluating-public-policies-to-achieve-an-end-of-hiv-aids-in-the-united-states.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-aging-and-disability-in-america.html,3,text/html;charset=UTF-8,200,OK,Aging and Disability in America: The Role of the Federal Government in Long-Term Services and Supports - Centennial Policy Scholar - News and Events - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,243,2028,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Aging and Disability in America: The Role of the Federal Government in Long-Term Services and Supports,102,"Thursday, September 10, 2015",28,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-aging-and-disability-in-america.html,47680,776,11.423417,4,3,0.4,141,115,45,28,1.225,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-aging-and-disability-in-america.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-medicare-at-50.html,3,text/html;charset=UTF-8,200,OK,Centennial Policy Scholar Seminar Series: Medicare at 50 - Centennial Policy Scholar - News and Events - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,197,1641,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Medicare at 50: Achievements and Challenges Moving Forward,58,,0,"Wednesday, July 22, 2015",24,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-medicare-at-50.html,48341,883,12.686984,4,3,0.4,141,115,46,29,1.107,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/cps-seminar-medicare-at-50.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/health-care-policy-under-the-next-administration.html,3,text/html;charset=UTF-8,200,OK,Health Care Policy Under the Next Administration - Centennial Policy Scholar - Health Policy and Management - Departments,121,1000,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Health Care Policy Under the Next Administration,48,,0,"The ACA, Medicare, Medicaid and the Future of Health Reform  ",61,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/health-care-policy-under-the-next-administration.html,47227,708,10.56778,4,3,0.4,141,115,45,28,1.335,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/health-care-policy-under-the-next-administration.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/healthcare-innovation-in-maryland-and-beyond.html,3,text/html;charset=UTF-8,200,OK,Healthcare Innovation in Maryland and Beyond - Centennial Policy Scholar - Health Policy and Management - Departments,117,980,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Healthcare Innovation in Maryland and Beyond,44,,0,"A Conversation with Stephen Cha, MD, and Congressman Henry A. Waxman  ",70,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/healthcare-innovation-in-maryland-and-beyond.html,46907,662,10.055652,4,3,0.4,142,116,45,28,8.513,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/healthcare-innovation-in-maryland-and-beyond.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/impact-of-the-affordable-care-act.html,3,text/html;charset=UTF-8,200,OK,Impact of the Affordable Care Act - Centennial Policy Scholar - Health Policy and Management - Departments,106,872,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,The Affordable Care Act at Six: Impact and Next Steps,53,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/impact-of-the-affordable-care-act.html,47404,735,10.828832,6,5,0.66,142,116,45,28,1.331,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/impact-of-the-affordable-care-act.html
https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/the-paris-agreement-on-climate-change.html,3,text/html;charset=UTF-8,200,OK,The Paris Agreement on Climate Change - Centennial Policy Scholar - Health Policy and Management - Departments,110,935,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,The Paris Agreement on Climate Change: Public Health in the Balance,67,,0,"Thursday, January 21, 2016  ",28,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/the-paris-agreement-on-climate-change.html,48443,884,12.617932,4,3,0.4,141,115,45,28,1.294,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/centennial-policy-scholar/the-paris-agreement-on-climate-change.html
https://www.jhsph.edu/departments/health-policy-and-management/events/global-budget.html,2,text/html;charset=UTF-8,200,OK,"Global Budgeting for Hospital Services: Quality, Outcomes and Cost- News and Events- Health Policy and Management- Johns Hopkins Bloomberg School of Public Health",162,1367,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Global Budgeting for Hospital Services: A Webcast Series,56,,0,Session 1: The Maryland Experience,34,Session 2: Case Study,21,https://www.jhsph.edu/departments/health-policy-and-management/events/global-budget.html,54089,1418,17.947296,6,5,0.66,144,116,46,29,1.747,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/global-budget.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/,3,text/html;charset=UTF-8,200,OK,Post Election Policy Series - Health Policy and Management - Departments,72,599,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Post-Election Policy Series,27,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/index.html,48795,688,9.957153,9,8,1.06,146,120,47,29,2.527,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/approaches-for-community-and-political-organizing.html,3,text/html;charset=UTF-8,200,OK,Approaches for Community and Political Organizing - Post-Election Policy Series - Health Policy and Management - Departments,124,1028,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Approaches for Community and Political Organizing,49,,0,Advancing Public Health Under the New Administration  ,54,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/approaches-for-community-and-political-organizing.html,50347,979,13.467232,4,3,0.4,141,115,48,30,1.482,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/approaches-for-community-and-political-organizing.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/can-transportation-infrastructure-be-a-win-for-public-health.html,3,text/html;charset=UTF-8,200,OK,Can Transportation Infrastructure Be a Win for Public Health? - Post-Election Policy Series - Health Policy and Management - Departments,136,1106,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Can Transportation Infrastructure Be a Win for Public Health Under the New Administration?,90,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/can-transportation-infrastructure-be-a-win-for-public-health.html,50713,1158,15.648486,4,3,0.4,141,115,48,30,1.277,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/can-transportation-infrastructure-be-a-win-for-public-health.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/challenges-for-science-and-environmental-health-policy.html,3,text/html;charset=UTF-8,200,OK,Challenges for Science and Environmental Health Policy - Post-Election Policy Series - Health Policy and Management - Departments,129,1066,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Challenges for Science and Environmental Health Policy Under the New Administration,83,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/challenges-for-science-and-environmental-health-policy.html,52387,1335,17.443436,4,3,0.4,141,115,48,30,1.273,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/challenges-for-science-and-environmental-health-policy.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/political-path-to-reduce-gun-violence.html,3,text/html;charset=UTF-8,200,OK,Insights on the Political Path to Reduce Gun Violence - Post-Election-Policy Series - Health Policy and Management - Departments,128,1043,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Insights on the Political Path Forward for Policies to Reduce Gun Violence,74,,0,Under the New Administration  ,30,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/political-path-to-reduce-gun-violence.html,51049,1149,15.335776,4,3,0.4,141,115,47,29,1.591,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/political-path-to-reduce-gun-violence.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/retreat-defense-or-the-ultimate-win.html,3,text/html;charset=UTF-8,200,OK,"Retreat, Defense, or the Ultimate Win? - Post-Election Series - Health Policy and Management - Departments",106,872,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,"Retreat, Defense, or the Ultimate Win? Public Health Advocacy Opportunities Under the Next Administration",105,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/retreat-defense-or-the-ultimate-win.html,48615,796,11.305886,4,3,0.4,141,115,48,30,1.512,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/retreat-defense-or-the-ultimate-win.html
https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/will-what-goes-up-come-down.html,3,text/html;charset=UTF-8,200,OK,"Will What Goes Up, Come Down? - Post-Election Policy Series - Health Policy and Management - Departments",104,887,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,"Will What Goes Up, Come Down?",29,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/will-what-goes-up-come-down.html,50609,1175,15.678292,4,3,0.4,141,115,47,29,1.251,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/post-election-policy-series/will-what-goes-up-come-down.html
https://www.jhsph.edu/departments/health-policy-and-management/events/rising-drug-costs.html,2,text/html;charset=UTF-8,200,OK,Rising Drug Costs: Where Do We Go From Here? - News and Events - Health Policy and Management - Departments,107,939,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,Rising Drug Costs: Where Do We Go From Here?,44,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/rising-drug-costs.html,46879,661,9.892267,4,3,0.4,144,118,46,29,1.903,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/rising-drug-costs.html
https://www.jhsph.edu/departments/health-policy-and-management/events/state-policy-academy-on-global-budgeting-for-rural-hospitals/,2,text/html;charset=UTF-8,200,OK,State Policy Academy on Global Budgeting for Rural Hospitals -Events - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,163,1364,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,State Policy Academy on Global Budgeting for Rural Hospitals,60,,0,FEATURING AN INTERVIEW WITH TED KOPPEL AND GRACE ANNE DORNEY KOPPEL,67,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/state-policy-academy-on-global-budgeting-for-rural-hospitals/index.html,49449,917,13.054909,33,26,3.43,141,114,48,31,1.959,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/state-policy-academy-on-global-budgeting-for-rural-hospitals/
https://www.jhsph.edu/departments/health-policy-and-management/events/the-future-of-personal-transportation.html,2,text/html;charset=UTF-8,200,OK,The Future of Personal Transportation - Events - Health Policy and Management - Departments,91,761,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,The Future of Personal Transportation,37,,0,Safe and Equitable Implementation of Autonomous Vehicles – A Conversation on Public Health Action  ,99,,0,https://www.jhsph.edu/departments/health-policy-and-management/events/the-future-of-personal-transportation.html,47262,807,12.116403,35,27,3.57,140,113,45,28,1.658,,,,https://www.jhsph.edu/departments/health-policy-and-management/events/the-future-of-personal-transportation.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWS AND STORIES: 9 URLs (12 initially, 3 removed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/,1,text/html;charset=UTF-8,200,OK,News & Stories - Health Policy and Management - Departments - Johns Hopkins Bloomberg School of Public Health,109,925,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,News & Stories,14,,0,,0,,0,https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/index.html,55155,1357,16.604074,236,223,29.46,165,139,45,28,3.99,,,,https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/
https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/2017-fall-enews/,3,text/html;charset=UTF-8,200,OK,2017 Fall eNews - News & Stories - Health Policy and Management - Departments,77,658,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences, Infectious diseases, Johns Hopkins University, Bloomberg School of Public Health, departments, Health Policy and Management, MHS in Health Finance and Management, MHS in Health Policy and Management, healthcare management, hospital management, hospital administration, health policy and management, master of health sciences, health services research, health economics, healthcare finance, hospital finance, health outcomes, outcomes research, bioethics, health policy, health practice, public health policy, injury research, school of public health, risk sciences",1124,2017 Fall eNews,15,,0,The Looming Superfund Nightmare,31,Vicente Navarro on the Tragedy in Barcelona,43,https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/2017-fall-enews/index.html,46825,692,10.280514,3,2,0.26,143,117,48,30,1.998,,,,https://www.jhsph.edu/departments/health-policy-and-management/news-and-stories/2017-fall-enews/
